c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gu12    all  2746.052
   gu13    all  1473.213
   gu14    all  6676.893
   gu16    all  1704.981
   gu21    all  1364.082
   gu22    all  198.0851
   gu23    all  1136.787
   gu24    all  4708.808
   gu25    all  7606.114
a matrix=mo218   p4-13   0.0 ProducShLA3+                            
   gu01    all  120.2098
   gu02    all  483.9009
   gu05    all  615.2214
   gu06    all  1250.909
   gu07    all  972.6496
   gu08    all   179.372
   gu09    all  1778.484
   gu10    all  263.5292
   gu11    all  714.3731
   gu12    all  424.1135
   gu13    all  209.0375
   gu14    all  1846.864
   gu16    all  116.8907
   gu21    all  7.502515
   gu22    all  22.54871
   gu23    all  30.22885
   gu24    all  233.7102
   gu25    all  606.7516
a matrix=mo219   p4-23   0.0 ProducShMA3+                            
   gu01    all  152.2982
   gu02    all   1196.28
   gu05    all  1435.214
   gu06    all  2967.176
   gu07    all  1673.414
   gu08    all  523.0284
   gu09    all   5723.71
   gu10    all  1187.899
   gu11    all  1584.261
   gu12    all  2078.573
   gu13    all  435.9762
   gu14    all   4171.12
   gu16    all  314.4965
   gu21    all  28.14841
   gu22    all  40.55394
   gu23    all  117.6786
   gu24    all  764.0866
   gu25    all  2214.793
a matrix=mo220   p4-33   0.0 ProducShHA3+                            
   gu01    all  751.4955
   gu02    all  3104.933
   gu05    all  1672.786
   gu06    all  4666.322
   gu07    all  2279.795
   gu08    all  990.1685
   gu09    all  5111.371
   gu10    all  1518.682
   gu11    all  2130.796
   gu12    all  2753.447
   gu13    all  677.0241
   gu14    all  3911.688
   gu16    all   384.673
   gu21    all  84.46008
   gu22    all  27.81035
   gu23    all  207.2014
   gu24    all  1295.127
   gu25    all  2117.276
a matrix=mo221   p5-10   0.0 ProducPBLA0                             
   gu01    all  560.9773
   gu02    all  1707.728
   gu05    all  4206.287
   gu06    all  1665.907
   gu07    all  1390.241
   gu08    all  354.6343
   gu09    all  2604.478
   gu10    all   797.531
   gu11    all   905.094
   gu12    all  1260.895
   gu13    all  593.7773
   gu14    all  2328.263
   gu16    all  1446.652
   gu21    all  4714.391
   gu22    all  1614.403
   gu23    all  1005.731
   gu24    all  1704.722
   gu25    all  6381.862
a matrix=mo222   p5-20   0.0 ProducPBMA0                             
   gu01    all  183.0228
   gu02    all  937.3473
   gu05    all  1427.651
   gu06    all   657.433
   gu07    all  437.6849
   gu08    all  143.3352
   gu09    all   1161.72
   gu10    all  367.6149
   gu11    all   344.004
   gu12    all  637.3649
   gu13    all  215.0002
   gu14    all  731.7853
   gu16    all  669.7041
   gu21    all  2088.663
   gu22    all  348.7979
   gu23    all  894.9062
   gu24    all  1205.007
   gu25    all  4156.938
a matrix=mo223   p5-30   0.0 ProducPBHA0                             
   gu01    all  90.19549
   gu02    all  292.0951
   gu05    all  357.9462
   gu06    all  172.4109
   gu07    all  112.1017
   gu08    all  47.12431
   gu09    all  212.2475
   gu10    all  96.98533
   gu11    all  84.47103
   gu12    all  143.8628
   gu13    all  40.77176
   gu14    all  82.45038
   gu16    all  151.5857
   gu21    all  844.1973
   gu22    all    60.912
   gu23    all  250.4304
   gu24    all  378.6258
   gu25    all   974.729
a matrix=mo224   p5-11   0.0 ProducPBLA1                             
   gu01    all  1877.276
   gu02    all  3512.239
   gu05    all  7215.181
   gu06    all  6020.223
   gu07    all   4691.12
   gu08    all  1270.613
   gu09    all  9458.655
   gu10    all  2456.005
   gu11    all  3619.328
   gu12    all  4471.777
   gu13    all   2199.11
   gu14    all  7782.401
   gu16    all  2235.507
   gu21    all  2025.298
   gu22    all  1047.321
   gu23    all   848.689
   gu24    all  2540.045
   gu25    all   7669.75
a matrix=mo225   p5-21   0.0 ProducPBMA1                             
   gu01    all  1577.452
   gu02    all  4949.273
   gu05    all  6536.009
   gu06    all  6602.154
   gu07    all  3806.223
   gu08    all  1403.135
   gu09    all  11496.67
   gu10    all  3290.338
   gu11    all   3859.06
   gu12    all  6866.106
   gu13    all  2255.858
   gu14    all  6942.144
   gu16    all  2865.388
   gu21    all  3653.303
   gu22    all  802.8974
   gu23    all  2000.541
   gu24    all  4511.028
   gu25    all   13675.9
a matrix=mo226   p5-31   0.0 ProducPBHA1                             
   gu01    all   2120.05
   gu02    all  3860.068
   gu05    all   3709.79
   gu06    all  4021.685
   gu07    all  2254.093
   gu08    all  1064.391
   gu09    all  4847.393
   gu10    all  2098.648
   gu11    all  2184.814
   gu12    all  3570.172
   gu13    all  999.3234
   gu14    all  1827.114
   gu16    all  1614.233
   gu21    all  3535.225
   gu22    all  255.8648
   gu23    all  1503.139
   gu24    all  3544.992
   gu25    all  7335.469
a matrix=mo227   p5-12   0.0 ProducPBLA2                             
   gu01    all  492.3125
   gu02    all  1063.322
   gu05    all  2660.074
   gu06    all  1506.147
   gu07    all  2830.245
   gu08    all  670.3705
   gu09    all  5137.464
   gu10    all  948.7657
   gu11    all   782.298
   gu12    all  787.7138
   gu13    all  887.8504
   gu14    all  4948.377
   gu16    all  577.5583
   gu21    all    101.99
   gu22    all  141.4099
   gu23    all  169.9276
   gu24    all  866.4168
   gu25    all  2175.223
a matrix=mo228   p5-22   0.0 ProducPBMA2                             
   gu01    all  639.9783
   gu02    all  2623.525
   gu05    all  4840.756
   gu06    all  3372.014
   gu07    all  4291.517
   gu08    all  1561.641
   gu09    all  13049.68
   gu10    all  3013.676
   gu11    all  1579.847
   gu12    all  2739.001
   gu13    all  1737.681
   gu14    all  9243.072
   gu16    all  1332.939
   gu21    all  362.4038
   gu22    all  231.5233
   gu23    all  676.4882
   gu24    all  2696.961
   gu25    all  7589.568
a matrix=mo229   p5-32   0.0 ProducPBHA2                             
   gu01    all  1948.954
   gu02    all  4255.958
   gu05    all  4701.574
   gu06    all   3700.71
   gu07    all  4476.992
   gu08    all  2048.556
   gu09    all  9651.434
   gu10    all  3473.487
   gu11    all  1568.517
   gu12    all  2385.869
   gu13    all   1439.78
   gu14    all  4760.095
   gu16    all  1346.407
   gu21    all  964.6047
   gu22    all  155.3549
   gu23    all  1012.469
   gu24    all  4208.441
   gu25    all  6788.895
a matrix=mo230   p5-13   0.0 ProducPBLA3+                            
   gu01    all  90.84936
   gu02    all  306.2902
   gu05    all  418.0684
   gu06    all   796.735
   gu07    all  593.5906
   gu08    all  132.1591
   gu09    all  1193.044
   gu10    all  161.6886
   gu11    all  622.4857
   gu12    all  322.1753
   gu13    all  191.2277
   gu14    all  1273.011
   gu16    all  79.60011
   gu21    all  4.320712
   gu22    all  13.99044
   gu23    all  18.83197
   gu24    all  145.1157
   gu25    all  375.8966
a matrix=mo231   p5-23   0.0 ProducPBMA3+                            
   gu01    all    136.49
   gu02    all  971.2511
   gu05    all  972.4006
   gu06    all  2140.905
   gu07    all  1131.284
   gu08    all  443.9468
   gu09    all   3929.94
   gu10    all  767.4004
   gu11    all  1531.259
   gu12    all  1771.792
   gu13    all  482.1947
   gu14    all  3255.991
   gu16    all   213.612
   gu21    all  17.96236
   gu22    all  28.60427
   gu23    all  83.91346
   gu24    all   543.308
   gu25    all  1568.638
a matrix=mo232   p5-33   0.0 ProducPBHA3+                            
   gu01    all  733.4058
   gu02    all  2436.541
   gu05    all  1363.894
   gu06    all  3809.073
   gu07    all  1911.838
   gu08    all  917.4032
   gu09    all  4265.365
   gu10    all  1293.541
   gu11    all  2459.305
   gu12    all  2438.966
   gu13    all  676.1183
   gu14    all  2856.671
   gu16    all  311.1157
   gu21    all  60.79253
   gu22    all  23.24268
   gu23    all  188.0794
   gu24    all  1178.737
   gu25    all  1932.929
a matrix=mo233   p6-10   0.0 ProducSoLA0                             
   gu01    all  991.2733
   gu02    all  2609.917
   gu05    all  5197.425
   gu06    all  2472.666
   gu07    all  2437.601
   gu08    all  558.0766
   gu09    all  3511.489
   gu10    all  1137.139
   gu11    all  1124.802
   gu12    all  1624.886
   gu13    all  584.2728
   gu14    all  3050.601
   gu16    all  1690.845
   gu21    all  7545.194
   gu22    all  2577.109
   gu23    all  1615.781
   gu24    all  2902.247
   gu25    all  10777.79
a matrix=mo234   p6-20   0.0 ProducSoMA0                             
   gu01    all  432.4972
   gu02    all  1851.656
   gu05    all  2913.423
   gu06    all  1350.332
   gu07    all  1064.164
   gu08    all  293.9186
   gu09    all  2163.487
   gu10    all  669.2553
   gu11    all  558.4978
   gu12    all  1130.433
   gu13    all  269.6984
   gu14    all  1377.481
   gu16    all  1326.683
   gu21    all   4917.74
   gu22    all  752.6826
   gu23    all  1793.618
   gu24    all  2462.546
   gu25    all  8722.685
a matrix=mo235   p6-30   0.0 ProducSoHA0                             
   gu01    all  281.6804
   gu02    all  817.0901
   gu05    all  948.9533
   gu06    all     470.2
   gu07    all   301.976
   gu08    all   123.807
   gu09    all  537.0659
   gu10    all  268.6663
   gu11    all  174.7356
   gu12    all  358.7779
   gu13    all  79.48066
   gu14    all  196.8308
   gu16    all  407.8858
   gu21    all  2750.051
   gu22    all  145.1776
   gu23    all  697.9949
   gu24    all  1002.502
   gu25    all  2654.074
a matrix=mo236   p6-11   0.0 ProducSoLA1                             
   gu01    all  3858.173
   gu02    all  6410.088
   gu05    all   10285.2
   gu06    all  10290.86
   gu07    all  9464.512
   gu08    all  2291.618
   gu09    all  14598.71
   gu10    all  4080.219
   gu11    all  5176.955
   gu12    all  6633.599
   gu13    all  2488.402
   gu14    all   11701.7
   gu16    all  3091.182
   gu21    all   3890.89
   gu22    all  2011.657
   gu23    all  1643.208
   gu24    all  5083.866
   gu25    all  15307.88
a matrix=mo237   p6-21   0.0 ProducSoMA1                             
   gu01    all  3791.465
   gu02    all   10039.5
   gu05    all  13858.03
   gu06    all  14055.61
   gu07    all   9520.91
   gu08    all  2972.351
   gu09    all   22198.7
   gu10    all  6241.303
   gu11    all  6480.372
   gu12    all  12705.68
   gu13    all  2925.972
   gu14    all  13493.87
   gu16    all  5781.772
   gu21    all  8695.559
   gu22    all  1747.524
   gu23    all  4039.239
   gu24    all  9393.699
   gu25    all  29577.98
a matrix=mo238   p6-31   0.0 ProducSoHA1                             
   gu01    all  5958.725
   gu02    all  9491.798
   gu05    all  8282.552
   gu06    all  9996.664
   gu07    all  5423.993
   gu08    all  2522.299
   gu09    all  11292.83
   gu10    all   5117.39
   gu11    all   4208.71
   gu12    all   7968.24
   gu13    all  1863.165
   gu14    all   3918.73
   gu16    all  3383.136
   gu21    all  8592.435
   gu22    all  570.2867
   gu23    all  3266.679
   gu24    all  8118.233
   gu25    all  16601.93
a matrix=mo239   p6-12   0.0 ProducSoLA2                             
   gu01    all  1057.734
   gu02    all   2012.99
   gu05    all   3966.02
   gu06    all   2698.47
   gu07    all  5951.279
   gu08    all  1245.182
   gu09    all  8571.592
   gu10    all  1656.042
   gu11    all  1161.882
   gu12    all  1206.296
   gu13    all  1031.971
   gu14    all  7739.087
   gu16    all  837.5981
   gu21    all  196.9659
   gu22    all  274.4241
   gu23    all  345.9337
   gu24    all  1832.276
   gu25    all  4580.663
a matrix=mo240   p6-22   0.0 ProducSoMA2                             
   gu01    all  1660.729
   gu02    all  5827.806
   gu05    all  11005.29
   gu06    all  7647.816
   gu07    all  11677.47
   gu08    all  3572.529
   gu09    all  26877.03
   gu10    all  6209.786
   gu11    all  2804.922
   gu12    all   5384.41
   gu13    all  2397.028
   gu14    all  19512.66
   gu16    all   2927.17
   gu21    all  918.5368
   gu22    all  523.9728
   gu23    all  1489.617
   gu24    all  6150.003
   gu25    all  17831.08
a matrix=mo241   p6-32   0.0 ProducSoHA2                             
   gu01    all  6120.314
   gu02    all   11862.8
   gu05    all  12017.42
   gu06    all  10346.42
   gu07    all  12256.94
   gu08    all  5541.338
   gu09    all   25447.9
   gu10    all  9788.074
   gu11    all  3386.914
   gu12    all  5975.863
   gu13    all  3010.258
   gu14    all  11706.83
   gu16    all  3284.388
   gu21    all  2626.201
   gu22    all  389.0524
   gu23    all  2509.277
   gu24    all   10866.8
   gu25    all  17645.35
a matrix=mo242   p6-13   0.0 ProducSoLA3+                            
   gu01    all  213.5052
   gu02    all  642.9406
   gu05    all  688.0448
   gu06    all   1581.27
   gu07    all   1378.44
   gu08    all  271.5088
   gu09    all  2214.565
   gu10    all  311.5693
   gu11    all  1019.911
   gu12    all  543.6975
   gu13    all  246.4347
   gu14    all  2243.022
   gu16    all  127.8373
   gu21    all  8.992893
   gu22    all  29.92615
   gu23    all  42.50021
   gu24    all  336.6033
   gu25    all  884.6204
a matrix=mo243   p6-23   0.0 ProducSoMA3+                            
   gu01    all  380.1596
   gu02    all  2346.278
   gu05    all   2296.57
   gu06    all  5065.491
   gu07    all  3257.796
   gu08    all  1074.055
   gu09    all  8547.379
   gu10    all  1653.405
   gu11    all  2843.479
   gu12    all  3667.682
   gu13    all  694.3741
   gu14    all  7336.536
   gu16    all  491.8816
   gu21    all  47.07767
   gu22    all  67.62569
   gu23    all  199.6289
   gu24    all  1328.309
   gu25    all  3937.259
a matrix=mo244   p6-33   0.0 ProducSoHA3+                            
   gu01    all  2381.848
   gu02    all  7177.401
   gu05    all  3705.302
   gu06    all  11203.01
   gu07    all  5610.267
   gu08    all  2659.681
   gu09    all  11872.21
   gu10    all  3821.782
   gu11    all  5615.892
   gu12    all  6405.808
   gu13    all  1479.112
   gu14    all  7424.792
   gu16    all  817.8173
   gu21    all  173.2913
   gu22    all  61.58945
   gu23    all  497.8265
   gu24    all  3208.692
   gu25    all  5406.393
a matrix=mo245   p7-10   0.0 ProducEcLA0                             
   gu01    all  103.4705
   gu02    all  353.1311
   gu05    all  1119.049
   gu06    all  550.3353
   gu07    all   464.333
   gu08    all  65.46568
   gu09    all  759.6012
   gu10    all  155.5725
   gu11    all  242.9289
   gu12    all  225.2642
   gu13    all  105.9903
   gu14    all  441.9117
   gu16    all  300.5488
   gu21    all  697.8891
   gu22    all  350.7316
   gu23    all  270.2661
   gu24    all  620.9577
   gu25    all  2192.541
a matrix=mo246   p7-20   0.0 ProducEcMA0                             
   gu01    all  42.57299
   gu02    all  277.3824
   gu05    all  729.9262
   gu06    all  435.6158
   gu07    all  239.0137
   gu08    all  52.63366
   gu09    all  682.2585
   gu10    all  153.2425
   gu11    all  178.3042
   gu12    all   327.921
   gu13    all  77.91464
   gu14    all  291.4122
   gu16    all  215.0247
   gu21    all  492.7014
   gu22    all  111.6071
   gu23    all  166.2221
   gu24    all  324.7448
   gu25    all  1605.667
a matrix=mo247   p7-30   0.0 ProducEcHA0                             
   gu01    all  56.54709
   gu02    all   217.097
   gu05    all  277.7504
   gu06    all  181.3224
   gu07    all  96.26221
   gu08    all  25.55096
   gu09    all  233.5258
   gu10    all  64.08889
   gu11    all  71.04885
