c Emme Modeller - Matrix Transaction
c Date: 2015-02-27 15:45:21
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo161   p1-10   0.0 ProducWkLA0                             
   gy04    all  2220.639
   gy05    all  1186.013
   gy06    all  2140.905
   gy07    all  1131.284
   gy08    all  443.9468
   gy09    all   3929.94
   gy10    all  767.4004
   gy11    all  1531.259
   gy12    all  1771.792
   gy13    all  482.1947
   gy14    all  3255.991
a matrix=mo232   p5-33   0.0 ProducPBHA3+                            
   gy01    all  733.4058
   gy02    all  2436.541
   gy03    all  66.60824
   gy04    all  3317.173
   gy05    all  1675.009
   gy06    all  3809.073
   gy07    all  1911.838
   gy08    all  917.4032
   gy09    all  4265.365
   gy10    all  1293.541
   gy11    all  2459.305
   gy12    all  2438.966
   gy13    all  676.1183
   gy14    all  2856.671
a matrix=mo233   p6-10   0.0 ProducSoLA0                             
   gy01    all  991.2733
   gy02    all  2609.917
   gy03    all  8668.561
   gy04    all  16749.56
   gy05    all   6888.27
   gy06    all  2472.666
   gy07    all  2437.601
   gy08    all  558.0766
   gy09    all  3511.489
   gy10    all  1137.139
   gy11    all  1124.802
   gy12    all  1624.886
   gy13    all  584.2728
   gy14    all  3050.601
a matrix=mo234   p6-20   0.0 ProducSoMA0                             
   gy01    all  432.4972
   gy02    all  1851.656
   gy03    all  5171.835
   gy04    all  13477.44
   gy05    all  4240.106
   gy06    all  1350.332
   gy07    all  1064.164
   gy08    all  293.9186
   gy09    all  2163.487
   gy10    all  669.2553
   gy11    all  558.4978
   gy12    all  1130.433
   gy13    all  269.6984
   gy14    all  1377.481
a matrix=mo235   p6-30   0.0 ProducSoHA0                             
   gy01    all  281.6804
   gy02    all  817.0901
   gy03    all  2805.645
   gy04    all  4444.153
   gy05    all  1356.839
   gy06    all     470.2
   gy07    all   301.976
   gy08    all   123.807
   gy09    all  537.0659
   gy10    all  268.6663
   gy11    all  174.7356
   gy12    all  358.7779
   gy13    all  79.48066
   gy14    all  196.8308
a matrix=mo236   p6-11   0.0 ProducSoLA1                             
   gy01    all  3858.173
   gy02    all  6410.088
   gy03    all  4613.805
   gy04    all  23323.69
   gy05    all  13376.39
   gy06    all  10290.86
   gy07    all  9464.512
   gy08    all  2291.618
   gy09    all  14598.71
   gy10    all  4080.219
   gy11    all  5176.955
   gy12    all  6633.599
   gy13    all  2488.402
   gy14    all   11701.7
a matrix=mo237   p6-21   0.0 ProducSoMA1                             
   gy01    all  3791.465
   gy02    all   10039.5
   gy03    all  9290.133
   gy04    all  44163.87
   gy05    all   19639.8
   gy06    all  14055.61
   gy07    all   9520.91
   gy08    all  2972.351
   gy09    all   22198.7
   gy10    all  6241.303
   gy11    all  6480.372
   gy12    all  12705.68
   gy13    all  2925.972
   gy14    all  13493.87
a matrix=mo238   p6-31   0.0 ProducSoHA1                             
   gy01    all  5958.725
   gy02    all  9491.798
   gy03    all   8810.92
   gy04    all  28338.64
   gy05    all  11665.69
   gy06    all  9996.664
   gy07    all  5423.993
   gy08    all  2522.299
   gy09    all  11292.83
   gy10    all   5117.39
   gy11    all   4208.71
   gy12    all   7968.24
   gy13    all  1863.165
   gy14    all   3918.73
a matrix=mo239   p6-12   0.0 ProducSoLA2                             
   gy01    all  1057.734
   gy02    all   2012.99
   gy03    all  264.4026
   gy04    all   6965.86
   gy05    all  4803.618
   gy06    all   2698.47
   gy07    all  5951.279
   gy08    all  1245.182
   gy09    all  8571.592
   gy10    all  1656.042
   gy11    all  1161.882
   gy12    all  1206.296
   gy13    all  1031.971
   gy14    all  7739.087
a matrix=mo240   p6-22   0.0 ProducSoMA2                             
   gy01    all  1660.729
   gy02    all  5827.806
   gy03    all  1044.182
   gy04    all  25869.03
   gy05    all  13932.46
   gy06    all  7647.816
   gy07    all  11677.47
   gy08    all  3572.529
   gy09    all  26877.03
   gy10    all  6209.786
   gy11    all  2804.922
   gy12    all   5384.41
   gy13    all  2397.028
   gy14    all  19512.66
a matrix=mo241   p6-32   0.0 ProducSoHA2                             
   gy01    all  6120.314
   gy02    all   11862.8
   gy03    all  2784.931
   gy04    all  31251.75
   gy05    all  15301.81
   gy06    all  10346.42
   gy07    all  12256.94
   gy08    all  5541.338
   gy09    all   25447.9
   gy10    all  9788.074
   gy11    all  3386.914
   gy12    all  5975.863
   gy13    all  3010.258
   gy14    all  11706.83
a matrix=mo242   p6-13   0.0 ProducSoLA3+                            
   gy01    all  213.5052
   gy02    all  642.9406
   gy03    all  13.52625
   gy04    all  1289.117
   gy05    all   815.882
   gy06    all   1581.27
   gy07    all   1378.44
   gy08    all  271.5088
   gy09    all  2214.565
   gy10    all  311.5693
   gy11    all  1019.911
   gy12    all  543.6975
   gy13    all  246.4347
   gy14    all  2243.022
a matrix=mo243   p6-23   0.0 ProducSoMA3+                            
   gy01    all  380.1596
   gy02    all  2346.278
   gy03    all   57.3506
   gy04    all   5522.55
   gy05    all  2788.452
   gy06    all  5065.491
   gy07    all  3257.796
   gy08    all  1074.055
   gy09    all  8547.379
   gy10    all  1653.405
   gy11    all  2843.479
   gy12    all  3667.682
   gy13    all  694.3741
   gy14    all  7336.536
a matrix=mo244   p6-33   0.0 ProducSoHA3+                            
   gy01    all  2381.848
   gy02    all  7177.401
   gy03    all  190.3839
   gy04    all  9157.408
   gy05    all   4523.12
   gy06    all  11203.01
   gy07    all  5610.267
   gy08    all  2659.681
   gy09    all  11872.21
   gy10    all  3821.782
   gy11    all  5615.892
   gy12    all  6405.808
   gy13    all  1479.112
   gy14    all  7424.792
a matrix=mo245   p7-10   0.0 ProducEcLA0                             
   gy01    all  103.4705
   gy02    all  353.1311
   gy03    all  805.1412
   gy04    all  3327.244
   gy05    all  1419.598
   gy06    all  550.3353
   gy07    all   464.333
   gy08    all  65.46568
   gy09    all  759.6012
   gy10    all  155.5725
   gy11    all  242.9289
   gy12    all  225.2642
   gy13    all  105.9903
   gy14    all  441.9117
a matrix=mo246   p7-20   0.0 ProducEcMA0                             
   gy01    all  42.57299
   gy02    all  277.3824
   gy03    all  522.1754
   gy04    all  2178.767
   gy05    all  944.9509
   gy06    all  435.6158
   gy07    all  239.0137
   gy08    all  52.63366
   gy09    all  682.2585
   gy10    all  153.2425
   gy11    all  178.3042
   gy12    all   327.921
   gy13    all  77.91464
   gy14    all  291.4122
a matrix=mo247   p7-30   0.0 ProducEcHA0                             
   gy01    all  56.54709
   gy02    all   217.097
   gy03    all  248.1172
   gy04    all  1152.912
   gy05    all  358.4522
   gy06    all  181.3224
   gy07    all  96.26221
   gy08    all  25.55096
   gy09    all  233.5258
   gy10    all  64.08889
   gy11    all  71.04885
   gy12    all  123.5354
   gy13    all   34.8875
   gy14    all  70.61457
a matrix=mo248   p7-11   0.0 ProducEcLA1                             
   gy01    all  1959.211
   gy02    all  4419.574
   gy03    all  1964.524
   gy04    all  21142.62
   gy05    all  12926.85
   gy06    all  10255.68
   gy07    all  7959.013
   gy08    all  1251.405
   gy09    all  13897.15
   gy10    all  2678.145
   gy11    all  5035.622
   gy12    all  4518.795
   gy13    all  2052.695
   gy14    all  8056.982
a matrix=mo249   p7-21   0.0 ProducEcMA1                             
   gy01    all  1311.105
   gy02    all  5126.478
   gy03    all   2929.82
   gy04    all  19784.79
   gy05    all  12438.71
   gy06    all  11946.17
   gy07    all  5799.559
   gy08    all  1424.747
   gy09    all  16711.42
   gy10    all  4105.856
   gy11    all  5578.383
   gy12    all  9374.926
   gy13    all  2328.634
   gy14    all  8162.349
a matrix=mo250   p7-31   0.0 ProducEcHA1                             
   gy01    all  3465.495
   gy02    all  8180.629
   gy03    all  3327.505
   gy04    all  22868.34
   gy05    all  9523.991
   gy06    all  9799.994
   gy07    all  4686.864
   gy08    all  1436.808
   gy09    all  12089.88
   gy10    all  3684.253
   gy11    all  4441.752
   gy12    all  7400.278
   gy13    all  2040.696
   gy14    all  4018.854
a matrix=mo251   p7-12   0.0 ProducEcLA2                             
   gy01    all  597.9351
   gy02    all  1613.021
   gy03    all  124.7027
   gy04    all  7191.485
   gy05    all  5265.642
   gy06    all  2942.652
   gy07    all  5346.132
   gy08    all  721.0278
   gy09    all  9070.874
   gy10    all   1242.93
   gy11    all  1204.455
   gy12    all  919.7099
   gy13    all   935.834
   gy14    all  6352.805
a matrix=mo252   p7-22   0.0 ProducEcMA2                             
   gy01    all  715.7041
   gy02    all   3909.27
   gy03    all  378.6778
   gy04    all   14688.1
   gy05    all  10679.37
   gy06    all  7508.368
   gy07    all  8899.462
   gy08    all  2124.538
   gy09    all  23881.59
   gy10    all  5211.913
   gy11    all  2705.871
   gy12    all  4611.165
   gy13    all  2212.287
   gy14    all  15027.71
a matrix=mo253   p7-32   0.0 ProducEcHA2                             
   gy01    all  3989.704
   gy02    all  11850.47
   gy03    all  1239.809
   gy04    all  30389.71
   gy05    all  15422.11
   gy06    all  11439.55
   gy07    all  12338.59
   gy08    all  3654.445
   gy09    all  30942.25
   gy10    all  8479.025
   gy11    all  3942.439
   gy12    all  6269.454
   gy13    all  3606.012
   gy14    all  14174.97
a matrix=mo254   p7-13   0.0 ProducEcLA3+                            
   gy01    all  125.6995
   gy02    all  562.8226
   gy03    all  7.445596
   gy04    all  1399.218
   gy05    all  927.3234
   gy06    all   1780.99
   gy07    all  1263.435
   gy08    all  167.6724
   gy09    all  2360.936
   gy10    all  246.1231
   gy11    all  1105.412
   gy12    all  447.8803
   gy13    all  246.0188
   gy14    all  2092.269
a matrix=mo255   p7-23   0.0 ProducEcMA3+                            
   gy01    all  150.8555
   gy02    all  1418.341
   gy03    all  16.77188
   gy04    all  2607.304
   gy05    all  1625.644
   gy06    all  3785.755
   gy07    all  1977.653
   gy08    all  517.2757
   gy09    all   5988.13
   gy10    all  1079.573
   gy11    all  2143.943
   gy12    all  2484.891
   gy13    all  510.2922
   gy14    all  4803.144
a matrix=mo256   p7-33   0.0 ProducEcHA3+                            
   gy01    all  976.2421
   gy02    all   4639.55
   gy03    all  59.31491
   gy04    all  5923.669
   gy05    all  3026.241
   gy06    all  7964.846
   gy07    all  3729.266
   gy08    all  1180.355
   gy09    all  9328.481
   gy10    all  2132.375
   gy11    all  4295.306
   gy12    all   4335.32
   gy13    all  1148.634
   gy14    all  5975.459
a matrix=mo257   p9-10   0.0 ProducNoLA0                             
   gy01    all  829.3924
   gy02    all  2044.937
   gy03    all   10845.6
   gy04    all  17680.94
   gy05    all  8058.475
   gy06    all  2408.855
   gy07    all  2690.814
   gy08    all  451.5876
   gy09    all  2983.986
   gy10    all   1090.68
   gy11    all  1102.897
   gy12    all  1927.636
   gy13    all    464.29
   gy14    all  3534.559
a matrix=mo258   p9-20   0.0 ProducNoMA0                             
   gy01    all  241.2605
   gy02    all  913.5241
   gy03    all  3665.474
   gy04    all  5968.611
   gy05    all  2629.829
   gy06    all  894.5516
   gy07    all  755.5657
   gy08    all  168.3924
   gy09    all  1164.149
   gy10    all  488.0338
   gy11    all  387.3391
   gy12    all  962.8864
   gy13    all  154.0275
   gy14    all  1005.998
a matrix=mo259   p9-30   0.0 ProducNoHA0                             
   gy01    all  172.3665
   gy02    all   492.074
   gy03    all  2080.935
   gy04    all  2968.859
   gy05    all   944.712
   gy06    all  318.0115
   gy07    all  259.5217
   gy08    all   73.7819
   gy09    all  376.6424
   gy10    all  184.9907
   gy11    all  132.8908
   gy12    all  354.8592
   gy13    all   53.3883
   gy14    all   210.414
a matrix=mo260   p9-11   0.0 ProducNoLA1                             
   gy01    all  3892.997
   gy02    all  6204.008
   gy03    all  7389.766
   gy04    all  29965.73
   gy05    all  18501.47
   gy06    all  11692.33
   gy07    all  12037.84
   gy08    all  2166.638
   gy09    all     14573
   gy10    all  4747.962
   gy11    all  5954.944
   gy12    all  9409.434
   gy13    all  2349.331
   gy14    all  16280.73
a matrix=mo261   p9-21   0.0 ProducNoMA1                             
   gy01    all  2595.608
   gy02    all  6169.476
   gy03    all  8483.656
   gy04    all  24232.35
   gy05    all   14978.2
   gy06    all  10880.57
   gy07    all  8101.349
   gy08    all  2024.277
   gy09    all  13826.25
   gy10    all  5505.447
   gy11    all  5238.539
   gy12    all   12559.9
   gy13    all   1951.84
   gy14    all   11707.4
a matrix=mo262   p9-31   0.0 ProducNoHA1                             
   gy01    all  4328.393
   gy02    all   6950.51
   gy03    all   8746.04
   gy04    all  23583.76
   gy05    all  10228.22
   gy06    all  7779.069
   gy07    all   5430.44
   gy08    all   1740.89
   gy09    all  8996.577
   gy10    all   4232.29
   gy11    all  3608.822
   gy12    all  9193.603
   gy13    all  1378.205
   gy14    all  4841.857
a matrix=mo263   p9-12   0.0 ProducNoLA2                             
   gy01    all  981.5355
   gy02    all    1806.3
   gy03    all  394.8912
   gy04    all  8243.291
   gy05    all  6154.486
   gy06    all  2832.138
   gy07    all  7007.658
   gy08    all  1087.786
   gy09    all  7781.435
   gy10    all  1778.537
   gy11    all  1231.913
   gy12    all  1578.903
   gy13    all  903.6276
   gy14    all  9956.374
a matrix=mo264   p9-22   0.0 ProducNoMA2                             
   gy01    all  1189.762
   gy02    all  3722.144
   gy03    all  962.7297
   gy04    all  14580.17
   gy05    all  10915.24
   gy06    all  6196.835
   gy07    all  10346.91
   gy08    all  2547.858
   gy09    all  17542.96
   gy10    all  5717.484
   gy11    all  2381.045
   gy12    all  5593.166
   gy13    all  1687.213
   gy14    all  17814.51
a matrix=mo265   p9-32   0.0 ProducNoHA2                             
   gy01    all  4074.605
   gy02    all  7990.705
   gy03    all  2546.868
   gy04    all  23978.34
   gy05    all     12403
   gy06    all  7374.644
   gy07    all  11302.43
   gy08    all  3512.144
   gy09    all     18580
   gy10    all  7463.778
   gy11    all  2653.601
   gy12    all  6328.698
   gy13    all   2031.39
   gy14    all  13283.94
a matrix=mo266   p9-13   0.0 ProducNoLA3+                            
   gy01    all  200.3281
   gy02    all  583.8106
   gy03    all  20.29157
   gy04    all  1542.709
   gy05    all   1060.82
   gy06    all  1682.645
   gy07    all  1646.732
   gy08    all   240.356
   gy09    all  2036.827
   gy10    all  337.5151
   gy11    all  1094.645
   gy12    all   720.622
   gy13    all  218.4239
   gy14    all  2929.511
a matrix=mo267   p9-23   0.0 ProducNoMA3+                            
   gy01    all  277.0714
   gy02    all  1529.666
   gy03    all   53.3048
   gy04    all  3161.583
   gy05    all  2208.027
   gy06    all  4157.327
   gy07    all   2930.53
   gy08    all  777.0011
   gy09    all  5663.462
   gy10    all  1538.467
   gy11    all  2444.914
   gy12    all  3865.069
   gy13    all  495.0371
   gy14    all  6823.651
a matrix=mo268   p9-33   0.0 ProducNoHA3+                            
