c Emme Modeller - Matrix Transaction
c Date: 2016-01-24 12:16:36
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo54   s-0--   0.0 Segment W0                              
   gu25    all  4032.521
a matrix=mo113   s1010   0.0 Segment H1W0LA0                         
   gu01    all  381.4646
   gu02    all  1248.057
   gu05    all  2224.946
   gu06    all   974.794
   gu07    all  888.8084
   gu08    all  213.7486
   gu09    all  1424.802
   gu10    all  585.0335
   gu11    all  493.6069
   gu12    all  714.6194
   gu13    all  362.6433
   gu14    all  1609.878
   gu16    all  1027.097
   gu21    all  3437.581
   gu22    all   1476.74
   gu23    all   972.338
   gu24    all  1254.778
   gu25    all  4821.665
a matrix=mo114   s1110   0.0 Segment H1W1LA0                         
   gu01    all  161.2065
   gu02    all  726.2442
   gu05    all  1633.437
   gu06    all  612.2966
   gu07    all  435.1237
   gu08    all  48.21496
   gu09    all  945.3406
   gu10    all  155.5288
   gu11    all  197.7445
   gu12    all  266.6581
   gu13    all  74.81109
   gu14    all  427.8153
   gu16    all  745.7923
   gu21    all  4819.218
   gu22    all  1453.299
   gu23    all  828.5198
   gu24    all  1146.768
   gu25    all  4460.848
a matrix=mo115   s2010   0.0 Segment H2W0LA0                         
   gu01    all  321.1426
   gu02    all  543.5294
   gu05    all   2323.16
   gu06    all  912.0711
   gu07    all  810.0233
   gu08    all  177.2695
   gu09    all  1255.814
   gu10    all  466.1047
   gu11    all  381.2865
   gu12    all   550.036
   gu13    all  246.3812
   gu14    all  1207.925
   gu16    all  481.5503
   gu21    all  1259.071
   gu22    all  317.7818
   gu23    all   283.132
   gu24    all  752.9674
   gu25    all  2621.199
a matrix=mo116   s2110   0.0 Segment H2W1LA0                         
   gu01    all  128.8262
   gu02    all  538.2017
   gu05    all  1410.093
   gu06    all   585.246
   gu07    all  578.5268
   gu08    all   104.629
   gu09    all  1008.214
   gu10    all  159.6049
   gu11    all  243.2675
   gu12    all  345.2906
   gu13    all    114.19
   gu14    all   500.346
   gu16    all   509.374
   gu21    all  2222.614
   gu22    all  487.2567
   gu23    all  499.4981
   gu24    all  899.6959
   gu25    all  2716.155
a matrix=mo117   s2210   0.0 Segment H2W2LA0                         
   gu01    all   52.1166
   gu02    all  283.3896
   gu05    all  741.5746
   gu06    all   302.461
   gu07    all   239.894
   gu08    all  32.33386
   gu09    all  342.0702
   gu10    all  17.40189
   gu11    all  132.1107
   gu12    all  113.5316
   gu13    all  75.94402
   gu14    all  284.8763
   gu16    all  275.4402
   gu21    all  757.4079
   gu22    all  598.5314
   gu23    all   139.336
   gu24    all  262.9074
   gu25    all  1756.623
a matrix=mo118   s3010   0.0 Segment H3W0LA0                         
   gu01    all  12.38031
   gu02    all  38.69608
   gu05    all  209.3568
   gu06    all  62.97035
   gu07    all  87.89591
   gu08    all   9.29496
   gu09    all  45.76324
   gu10    all  41.78928
   gu11    all  19.44668
   gu12    all   12.9272
   gu13    all  14.25984
   gu14    all  30.67212
   gu16    all  44.09972
   gu21    all  90.32222
   gu22    all  19.32834
   gu23    all  42.04242
   gu24    all  98.10417
   gu25    all  247.8746
a matrix=mo119   s3110   0.0 Segment H3W1LA0                         
   gu01    all  18.40714
   gu02    all   62.5978
   gu05    all  266.1768
   gu06    all  110.7074
   gu07    all  118.0462
   gu08    all  15.39659
   gu09    all  102.2565
   gu10    all  15.90687
   gu11    all  39.91281
   gu12    all  38.74293
   gu13    all  11.51347
   gu14    all  44.89254
   gu16    all  73.08098
   gu21    all  360.1226
   gu22    all  93.91575
   gu23    all  62.23842
   gu24    all  138.3808
   gu25    all  503.9997
a matrix=mo120   s3210   0.0 Segment H3W2LA0                         
   gu01    all  9.165292
   gu02    all  47.96539
   gu05    all   144.337
   gu06    all  66.27779
   gu07    all  76.22427
   gu08    all  8.572766
   gu09    all  73.89932
   gu10    all  4.120016
   gu11    all  24.70031
   gu12    all  8.343316
   gu13    all  8.985657
   gu14    all  28.52904
   gu16    all  45.42754
   gu21    all  74.22126
   gu22    all  69.99519
   gu23    all  37.61095
   gu24    all  76.92132
   gu25    all  303.3644
a matrix=mo121   s3310   0.0 Segment H3W3LA0                         
   gu01    all  6.873935
   gu02    all  16.94047
   gu05    all  71.20351
   gu06    all   24.1555
   gu07    all  20.38642
   gu08    all  .8363780
   gu09    all  43.71166
   gu10    all  .3302840
   gu11    all  8.569874
   gu12    all  5.049966
   gu13    all  7.578793
   gu14    all  17.68542
   gu16    all  20.20207
   gu21    all  25.03466
   gu22    all  29.09562
   gu23    all   8.78476
   gu24    all  17.80251
   gu25    all  147.9556
a matrix=mo122   s4010   0.0 Segment H4+W0LA0                        
   gu01    all  9.752025
   gu02    all  11.81516
   gu05    all  93.81019
   gu06    all  29.71617
   gu07    all  63.48009
   gu08    all  7.119467
   gu09    all  58.01998
   gu10    all  31.17837
   gu11    all  18.45934
   gu12    all  14.27313
   gu13    all  9.694792
   gu14    all  18.76924
   gu16    all   24.6862
   gu21    all  106.1851
   gu22    all  41.72698
   gu23    all  40.21749
   gu24    all  119.3487
   gu25    all  185.9547
a matrix=mo123   s4110   0.0 Segment H4+W1LA0                        
   gu01    all  46.54957
   gu02    all  80.90824
   gu05    all  343.5679
   gu06    all  158.3379
   gu07    all  160.6908
   gu08    all  30.07573
   gu09    all  278.0159
   gu10    all  48.35914
   gu11    all  63.89649
   gu12    all  59.69151
   gu13    all  16.45384
   gu14    all  85.68638
   gu16    all  61.92519
   gu21    all  295.4238
   gu22    all  114.3915
   gu23    all  67.90431
   gu24    all  192.2606
   gu25    all  611.2228
a matrix=mo124   s4210   0.0 Segment H4+W2LA0                        
   gu01    all  12.31102
   gu02    all  39.82047
   gu05    all  189.1722
   gu06    all  87.24386
   gu07    all  58.71013
   gu08    all  6.597845
   gu09    all  154.3032
   gu10    all  11.68862
   gu11    all  31.15625
   gu12    all  29.53971
   gu13    all  16.83641
   gu14    all  64.84047
   gu16    all  56.85301
   gu21    all  65.56621
   gu22    all  32.77293
   gu23    all  29.48227
   gu24    all  77.03383
   gu25    all  326.3278
a matrix=mo125   s4310   0.0 Segment H4+W3+LA0                       
   gu01    all   5.41635
   gu02    all  26.86729
   gu05    all   107.501
   gu06    all  78.87079
   gu07    all  62.37721
   gu08    all  5.465221
   gu09    all  158.9655
   gu10    all  3.772963
   gu11    all  30.61583
   gu12    all  11.78204
   gu13    all  18.55542
   gu14    all  42.99296
   gu16    all  27.07464
   gu21    all  20.09513
   gu22    all    42.214
   gu23    all  22.95071
   gu24    all  59.46882
   gu25    all   382.354
a matrix=mo126   s1020   0.0 Segment H1W0MA0                         
   gu01    all   137.734
   gu02    all  627.9106
   gu05    all   839.631
   gu06    all  277.9077
   gu07    all  276.8144
   gu08    all   76.7125
   gu09    all  502.6219
   gu10    all  258.6111
   gu11    all  135.6595
   gu12    all   214.733
   gu13    all  95.88836
   gu14    all  372.7404
   gu16    all  505.7247
   gu21    all  826.1325
   gu23    all   425.242
   gu24    all  581.0369
   gu25    all  1332.182
a matrix=mo127   s1120   0.0 Segment H1W1MA0                         
   gu01    all  71.38209
   gu02    all  465.5742
   gu05    all  963.3941
   gu06    all  401.6523
   gu07    all  311.1909
   gu08    all  51.75003
   gu09    all  495.2075
   gu10    all  121.7478
   gu11    all  125.3076
   gu12    all  227.6585
   gu13    all  45.61202
   gu14    all  229.9042
   gu16    all  541.3169
   gu21    all  2736.508
   gu22    all  420.5872
   gu23    all  568.3403
   gu24    all  737.8237
   gu25    all  2719.815
a matrix=mo128   s2020   0.0 Segment H2W0MA0                         
   gu01    all  133.8976
   gu02    all  310.8473
   gu05    all  397.2307
   gu06    all  272.4822
   gu07    all  211.5773
   gu08    all  54.71582
   gu09    all  367.6244
   gu10    all    171.62
   gu11    all  110.5893
   gu12    all   177.792
   gu13    all  68.88312
   gu14    all  296.4777
   gu16    all  164.7143
   gu21    all  372.2305
   gu23    all  313.8613
   gu24    all  400.5148
   gu25    all  526.5514
a matrix=mo129   s2120   0.0 Segment H2W1MA0                         
   gu01    all  25.43454
   gu02    all  164.1682
   gu05    all  279.9286
   gu06    all     203.6
   gu07    all  133.8964
   gu08    all  29.40964
   gu09    all  310.0577
   gu10    all  65.02859
   gu11    all  82.31635
   gu12    all  119.5912
   gu13    all  37.24956
   gu14    all  126.8061
   gu16    all  136.8728
   gu21    all  593.5393
   gu22    all  1.623656
   gu23    all  87.92756
   gu24    all  86.84558
   gu25    all   737.509
a matrix=mo130   s2220   0.0 Segment H2W2MA0                         
   gu01    all  35.21443
   gu02    all  281.4584
   gu05    all  571.5688
   gu06    all  276.7767
   gu07    all  167.8274
   gu08    all  42.19728
   gu09    all  408.8125
   gu10    all  87.15894
   gu11    all  119.8558
   gu12    all  212.5483
   gu13    all  66.58806
   gu14    all  230.9876
   gu16    all  304.7531
   gu21    all  925.4479
   gu22    all  241.4396
   gu23    all  244.8754
   gu24    all  303.0658
   gu25    all  1293.897
a matrix=mo131   s3020   0.0 Segment H3W0MA0                         
   gu01    all  .7518778
   gu02    all  4.588087
   gu05    all  16.08372
   gu06    all  1.511424
   gu07    all  .7770738
   gu08    all  .0887531
   gu09    all  4.817707
   gu10    all  5.215309
   gu11    all  .4499880
   gu12    all  2.462867
   gu13    all  .3173009
   gu14    all  4.594053
   gu16    all  3.390291
   gu21    all  37.21447
   gu22    all  .8615270
   gu23    all  2.960078
   gu24    all  6.214583
   gu25    all  17.02752
a matrix=mo132   s3120   0.0 Segment H3W1MA0                         
   gu01    all   9.12657
   gu02    all  40.05287
   gu05    all  156.4305
   gu06    all  54.17311
   gu07    all  44.37503
   gu08    all  7.510751
   gu09    all  72.99237
   gu10    all  18.22923
   gu11    all  18.88773
   gu12    all  29.50218
   gu13    all   5.27749
   gu14    all  22.21566
   gu16    all  42.94034
   gu21    all  197.3236
   gu22    all  28.60317
   gu23    all  30.35637
   gu24    all   61.1221
   gu25    all  309.0227
a matrix=mo133   s3220   0.0 Segment H3W2MA0                         
   gu01    all   5.39245
   gu02    all  41.81223
   gu05    all  143.2036
   gu06    all  77.97856
   gu07    all  40.50245
   gu08    all  7.327805
   gu09    all  80.92346
   gu10    all   16.9544
   gu11    all  28.81225
   gu12    all  33.82214
   gu13    all  10.25613
   gu14    all  29.61821
   gu16    all    44.799
   gu21    all  130.9916
   gu22    all  26.48226
   gu23    all  23.46076
   gu24    all   43.2309
   gu25    all   226.937
a matrix=mo134   s3320   0.0 Segment H3W3MA0                         
   gu01    all  1.921753
   gu02    all  10.67574
   gu05    all  85.70807
   gu06    all  32.83234
   gu07    all  21.49167
   gu08    all   4.15883
   gu09    all  57.11968
   gu10    all  8.166609
   gu11    all  11.44835
   gu12    all  22.55546
   gu13    all  10.28751
   gu14    all  12.69709
   gu16    all  23.96706
   gu21    all  41.86351
   gu22    all    10.773
   gu23    all  10.60312
   gu24    all  18.61707
   gu25    all  94.45853
a matrix=mo135   s4020   0.0 Segment H4+W0MA0                        
   gu01    all  .5747749
   gu02    all  1.321828
   gu05    all  6.912205
   gu06    all  .7022505
   gu07    all  .5460121
   gu08    all  .0671397
   gu09    all  6.010693
   gu10    all  3.762821
   gu11    all  .4221216
   gu12    all  2.660704
   gu13    all  .2132389
   gu14    all  2.715903
   gu16    all  1.844322
   gu21    all  42.93068
   gu22    all  1.634656
   gu23    all  2.765135
   gu24    all  7.403034
   gu25    all  12.44768
a matrix=mo136   s4120   0.0 Segment H4+W1MA0                        
   gu01    all   2.83213
   gu02    all  11.89021
   gu05    all  86.83671
   gu06    all  38.26286
   gu07    all  22.87787
   gu08    all  5.185981
   gu09    all  71.30467
   gu10    all  15.96547
   gu11    all  14.99055
   gu12    all  27.71589
   gu13    all  3.740119
   gu14    all  27.56427
   gu16    all  15.84659
   gu21    all  63.57607
   gu22    all  14.33576
   gu23    all  8.722344
   gu24    all  22.42116
   gu25    all   107.413
a matrix=mo137   s4220   0.0 Segment H4+W2MA0                        
   gu01    all  7.956381
   gu02    all  38.85007
   gu05    all  148.0178
   gu06    all  95.58707
   gu07    all  51.27782
   gu08    all  14.96341
   gu09    all  144.0355
   gu10    all  39.24461
   gu11    all  33.99704
   gu12    all  64.87048
   gu13    all  17.98229
   gu14    all  52.97602
   gu16    all  44.84343
   gu21    all   108.968
   gu22    all  14.95797
   gu23    all   25.6936
   gu24    all  60.59773
   gu25    all   333.463
a matrix=mo138   s4320   0.0 Segment H4+W3+MA0                       
   gu01    all  7.590636
   gu02    all  49.03614
   gu05    all   83.3738
   gu06    all  55.72465
   gu07    all  43.12376
   gu08    all   10.5507
   gu09    all  161.7691
   gu10    all  15.08257
   gu11    all  21.38739
   gu12    all  58.74874
   gu13    all    13.176
   gu14    all  44.24084
   gu16    all  21.10045
   gu21    all  33.55364
   gu22    all  19.38852
   gu23    all   23.2667
   gu24    all   52.3083
   gu25    all  321.4736
a matrix=mo139   s1030   0.0 Segment H1W0HA0                         
   gu01    all  39.07117
   gu02    all  110.9443
   gu05    all  82.36187
   gu06    all  19.67602
   gu07    all  29.15553
   gu08    all  16.12947
   gu09    all  34.88193
   gu10    all  45.44642
   gu11    all  9.194193
   gu12    all  43.44281
   gu13    all  6.155383
   gu14    all   20.7215
   gu16    all   42.6149
   gu21    all  258.2077
   gu22    all  29.52279
   gu23    all  113.6544
   gu24    all  128.9749
   gu25    all  158.5407
a matrix=mo140   s1130   0.0 Segment H1W1HA0                         
   gu01    all   50.9938
   gu02    all   247.107
   gu05    all  482.6685
   gu06    all  151.3601
   gu07    all  100.6161
   gu08    all  20.72257
   gu09    all  183.5994
   gu10    all  59.69248
   gu11    all  45.26393
   gu12    all  92.98947
   gu13    all  16.05794
   gu14    all   61.7436
   gu16    all  257.6256
   gu21    all  1665.554
   gu22    all  6.848542
   gu23    all  369.9397
   gu24    all  376.7589
   gu25    all  1355.532
a matrix=mo141   s2030   0.0 Segment H2W0HA0                         
   gu01    all  58.05112
   gu02    all   95.2325
   gu05    all  119.5185
   gu06    all  46.39215
   gu07    all  49.49753
   gu08    all  19.56956
   gu09    all  67.91549
   gu10    all  53.96298
   gu11    all  18.14477
   gu12    all  51.07637
   gu13    all   10.7323
   gu14    all  38.57086
   gu16    all  26.64809
   gu21    all  242.6775
   gu22    all  11.82705
   gu23    all  100.4344
   gu24    all  144.4866
   gu25    all  150.2081
a matrix=mo142   s2130   0.0 Segment H2W1HA0                         
   gu01    all   25.4774
   gu02    all  105.2705
   gu05    all  98.97852
   gu06    all   63.4424
   gu07    all   63.4311
   gu08    all  18.17854
   gu09    all  125.7552
   gu10    all  35.83728
   gu11    all  24.73559
   gu12    all  49.23741
   gu13    all  10.93749
   gu14    all  30.46561
   gu16    all  40.37489
   gu21    all  477.7305
   gu22    all  9.021651
